iter	Logloss
141	0.2549548846
142	0.2549532843
143	0.2527648166
144	0.2527642411
145	0.2508970804
146	0.2494331332
147	0.2494120942
148	0.2469282243
149	0.2469277696
150	0.2469269681
151	0.2469267276
152	0.2469263588
153	0.2411436869
154	0.2411392213
155	0.2369898111
156	0.2369773431
157	0.2369658374
158	0.2358896048
159	0.231512704
160	0.2314942848
161	0.2314791911
162	0.2314652629
163	0.2314524102
164	0.2314405497
165	0.2314292596
166	0.2313872454
167	0.231377932
168	0.2313693375
169	0.2311513633
170	0.2311437352
171	0.2311366958
172	0.2311301996
173	0.2310215863
174	0.2310150332
175	0.2310097509
176	0.2310048761
177	0.230049497
178	0.2300352549
179	0.2292802213
180	0.2291658346
181	0.2291622633
182	0.2291589674
183	0.2291556139
184	0.2282604625
185	0.2270273072
186	0.2270200176
187	0.2270086543
188	0.2270070867
189	0.226999171
190	0.2269978364
191	0.2269966047
192	0.2269857548
193	0.2263254888
194	0.2263245971
195	0.2252400098
196	0.2245603698
197	0.2231660326
198	0.220091002
199	0.2192334424
200	0.2192069664
201	0.2192069603
202	0.2191962966
203	0.2191960912
204	0.2191960804
205	0.219195375
206	0.2191952248
207	0.2191952151
208	0.2191948979
209	0.219194853
210	0.2191948438
211	0.2183820372
212	0.2173378772
213	0.2173329807
214	0.2173258935
215	0.2173193467
216	0.2173193343
217	0.2167500092
218	0.2163911532
219	0.2163911415
220	0.2157070199
221	0.2157069857
222	0.2153392173
223	0.2149878967
224	0.2149808677
225	0.2149808674
226	0.2149734976
227	0.214376789
228	0.2143767877
229	0.2143767865
230	0.2138236568
231	0.2133342254
232	0.2133342142
233	0.2109920619
234	0.210990369
235	0.2087628807
236	0.2073244332
237	0.2073179752
238	0.20731127
239	0.2073057706
240	0.2060200933
241	0.2060098811
242	0.2060060366
243	0.2052000152
244	0.2049086215
245	0.204904953
246	0.2048863705
247	0.204484129
248	0.2044534426
249	0.2041055475
250	0.2040950781
251	0.204093139
252	0.2037408086
253	0.2037392304
254	0.2037377738
255	0.2037296336
256	0.2023202388
257	0.2023178598
258	0.2019322165
259	0.2015422937
260	0.2002530201
261	0.2001216434
262	0.2001195802
263	0.2001176763
264	0.2000553691
265	0.1997717036
266	0.1995229231
267	0.1995177997
268	0.19896711
269	0.1989660594
270	0.1989483009
271	0.1986772803
272	0.1983479133
273	0.1983472436
274	0.1983467115
275	0.1983442991
276	0.198343816
277	0.1983436673
278	0.1983328609
279	0.1977229224
280	0.1977229169
281	0.1977218594
282	0.1977218543
283	0.1977159473
284	0.1977159111
285	0.1977158419
286	0.1971630537
287	0.1971629614
288	0.197162739
289	0.196880035
290	0.1966196688
291	0.1958317251
292	0.1958308217
293	0.1958308155
294	0.1958283546
295	0.1958283518
296	0.1958282899
297	0.1958282789
298	0.1958282379
299	0.1958179393
300	0.1949956763
301	0.1942568541
302	0.1939765623
303	0.1937805515
304	0.1937798628
305	0.1935295268
306	0.1935283858
307	0.193527827
308	0.1935275069
309	0.1935270615
310	0.1926819259
311	0.1926813483
312	0.1926805065
313	0.1926745455
314	0.1920252782
315	0.1918409762
316	0.1918296753
317	0.1918296742
318	0.1916811706
319	0.1915188749
320	0.1915188629
321	0.191509395
322	0.191509373
323	0.1908914289
324	0.1908914187
325	0.1908914085
326	0.1908864716
327	0.1908864528
328	0.1907064981
329	0.1899506027
330	0.1899090978
331	0.1899090861
332	0.1898859196
333	0.1898859087
334	0.1898821419
335	0.1898788095
336	0.1898787726
337	0.189878768
338	0.1898786206
339	0.1898374611
340	0.189773026
341	0.1897564248
342	0.1897564209
343	0.1897361642
344	0.1897223502
345	0.1897222445
346	0.1897222272
347	0.1897171406
348	0.1897171291
349	0.1897171011
350	0.1897171007
351	0.1897171
352	0.1895483717
353	0.1895483704
354	0.1895483652
355	0.1891601086
356	0.1891477473
357	0.1890361805
358	0.1890361487
359	0.1883381446
360	0.1880010873
361	0.1879961503
362	0.1879961411
363	0.1879960728
364	0.1879960549
365	0.1879174935
366	0.1879174363
367	0.1879053315
368	0.1878925851
369	0.187812649
370	0.1877962361
371	0.1877836574
372	0.1877836562
373	0.187509065
374	0.1872503299
375	0.1872503265
376	0.1872416108
377	0.1868338339
378	0.1868307548
379	0.1868307465
380	0.1868307425
381	0.1868307384
382	0.1868307364
383	0.1868271821
384	0.186827173
385	0.186819019
386	0.1867626557
387	0.186762653
388	0.1863987206
389	0.1863628179
390	0.1863519919
391	0.1859210362
392	0.1859210356
393	0.1859210349
394	0.1858873258
395	0.1856343432
396	0.1855856343
397	0.1855544076
398	0.1855535956
399	0.185550901
400	0.1855464855
401	0.1853796478
402	0.1853796464
403	0.185379645
404	0.1853796436
405	0.18537963
406	0.1853796069
407	0.1850232446
408	0.1850228237
409	0.1850140468
410	0.1850140424
411	0.185014038
412	0.1850140359
413	0.1850140337
414	0.1850140148
415	0.1850139948
416	0.1848325718
417	0.1848325677
418	0.1848325674
419	0.184828461
420	0.1848128812
421	0.1845894827
422	0.1845894663
423	0.184589458
424	0.1845700223
425	0.1845700101
426	0.1845284823
427	0.1843571766
428	0.184357176
429	0.1843539302
430	0.1843539279
431	0.1843539188
432	0.1843531846
433	0.1843320179
434	0.184329968
435	0.1843299609
436	0.1843299567
437	0.1843299563
438	0.1843292641
439	0.1843292531
440	0.1843292515
441	0.1843292452
442	0.1843233756
443	0.1843233691
444	0.1843100453
445	0.1843100395
446	0.1843075693
447	0.1842884406
448	0.1842884373
449	0.1841408654
450	0.1841321239
451	0.1839054489
452	0.1839017578
453	0.1837198769
454	0.1837182399
455	0.183718238
456	0.1837182343
457	0.18370896
458	0.1837089562
459	0.1837004012
460	0.1837003928
461	0.1837003917
462	0.1835386544
463	0.1835285549
464	0.1835149378
465	0.1827212871
466	0.1825629746
467	0.1825629744
468	0.1825629744
469	0.1825544343
470	0.1822674255
471	0.1822674229
472	0.1822674221
473	0.1822674175
474	0.1822653618
475	0.1822653597
476	0.1822164917
477	0.1816162427
478	0.1814669003
479	0.1808669125
480	0.1808668716
481	0.180866871
482	0.1806280122
483	0.1806280088
484	0.1806280053
485	0.180529429
486	0.1804122542
487	0.18041225
488	0.1804122331
489	0.1804122262
490	0.1804113973
491	0.1804113896
492	0.1804113891
493	0.1804080833
494	0.1799775836
495	0.1798516439
496	0.1798516365
497	0.1798453022
498	0.1798453004
499	0.1797615749
500	0.1797615182
501	0.1796775986
502	0.1796775513
503	0.1796775198
504	0.1796773899
505	0.1795092913
506	0.1795065099
507	0.1795032385
508	0.179502513
509	0.1794819621
510	0.179469567
511	0.1793969628
512	0.1793960341
513	0.1793960293
514	0.1793203709
515	0.1793203705
516	0.1792101857
517	0.1792073959
518	0.1792022015
519	0.1792013757
520	0.1791817417
521	0.1791817409
522	0.1786559369
523	0.1786559321
524	0.1786527298
525	0.1786527287
526	0.1786420953
527	0.1786420308
528	0.1786420269
529	0.1786420231
530	0.1786420192
531	0.1781884683
532	0.178188468
533	0.1781884677
534	0.1781884674
535	0.1781884671
536	0.1780246332
537	0.178012171
538	0.1780121527
539	0.1780117605
540	0.1780117583
541	0.1779806744
542	0.1779806656
543	0.1779806612
544	0.1779747182
545	0.1776149956
546	0.1774834639
547	0.1774804218
548	0.1774796929
549	0.177479664
550	0.1774796581
551	0.1774796552
552	0.1773831543
553	0.1773822211
554	0.1773822185
555	0.177382216
556	0.1773780123
557	0.1772696701
558	0.1772696655
559	0.1772696609
560	0.1772696563
561	0.1772349974
562	0.1772268211
563	0.1771106766
564	0.1771068704
565	0.1769721275
566	0.1769484457
567	0.1769414282
568	0.1769414146
569	0.1769414118
570	0.1769397473
571	0.1769384218
572	0.1769142392
573	0.1767851545
574	0.1766670539
575	0.1766594063
576	0.1766593983
577	0.1766431737
578	0.1766431729
579	0.1766431657
580	0.1766313332
581	0.1766313326
582	0.1766307165
583	0.1766273785
584	0.1766273748
585	0.1766273692
586	0.1766273359
587	0.1766273348
588	0.1766272467
589	0.1766272414
590	0.1766272352
591	0.1766272346
592	0.1766272341
593	0.1766262027
594	0.176626197
595	0.1766261961
596	0.1765399485
597	0.176539948
598	0.1765260871
599	0.1765232402
600	0.1765207047
601	0.1765206908
602	0.1765206907
603	0.1765167632
604	0.1765167601
605	0.1765136604
606	0.1764051998
607	0.1763391629
608	0.1763391607
609	0.1763380536
610	0.1763117606
611	0.1761945781
612	0.1761945765
613	0.1761917513
614	0.1761917367
615	0.176191732
616	0.1761755364
617	0.1761755351
618	0.1761755272
619	0.176175523
620	0.1761755228
621	0.1761666456
622	0.1761590448
623	0.1761590447
624	0.1761590446
625	0.176155863
626	0.1761474623
627	0.1761474614
628	0.1761433496
629	0.1761433496
630	0.1761314784
631	0.1761314783
632	0.1761099345
633	0.1761099319
634	0.1761099317
635	0.1761099316
636	0.1760937285
637	0.1760043676
638	0.176004367
639	0.1759963343
640	0.1759949604
641	0.1759127152
642	0.1759127124
643	0.1759127124
644	0.1758369648
645	0.1758369648
646	0.1757312229
647	0.1757312221
648	0.175731222
649	0.1757312219
650	0.1757229888
651	0.175614318
652	0.1755379495
653	0.1755346744
654	0.1754344762
655	0.175434476
656	0.1754344758
657	0.1754344672
658	0.1753514197
659	0.1753514196
660	0.1753514195
661	0.1753514193
662	0.1753483873
663	0.17534837
664	0.1753483695
665	0.1753474018
666	0.1753474016
667	0.1753446025
668	0.1753446017
669	0.1753446014
670	0.1753436142
671	0.1753436142
672	0.1753436142
673	0.1753436116
674	0.1753371979
675	0.175337114
676	0.1753351545
677	0.175335154
678	0.1749185321
679	0.1749185317
680	0.174896505
681	0.1748965045
682	0.1748403888
683	0.1748403888
684	0.1748305477
685	0.1748161193
686	0.1747958772
687	0.1747805213
688	0.1747805209
689	0.1747805206
690	0.1740189035
691	0.1739161652
692	0.1738411859
693	0.1738411835
694	0.1737680219
695	0.1736570979
696	0.1736570907
697	0.1736511102
698	0.1736511097
699	0.1736451957
700	0.1736434019
701	0.1736433981
702	0.1735749307
703	0.1735749249
704	0.1735743998
705	0.1735609133
706	0.1735609111
707	0.1735602076
708	0.1735469442
709	0.1735435665
710	0.1735310322
711	0.1735291024
712	0.1735291007
713	0.1735235411
714	0.173523541
715	0.1735235355
716	0.1735235352
717	0.1735235309
718	0.1735228586
719	0.1734193795
720	0.1733550398
721	0.1733522773
722	0.1733522753
723	0.1733482359
724	0.1733482323
725	0.1733454019
726	0.1732799657
727	0.1732598299
728	0.1732598297
729	0.1732598274
730	0.1732598246
731	0.1731742259
732	0.1731720379
733	0.1731652894
734	0.1731652893
735	0.1731652893
736	0.1728164146
737	0.1728164137
738	0.1728158831
739	0.1728158795
740	0.1728133866
741	0.172813384
742	0.1728109453
743	0.1728081115
744	0.1728081097
745	0.1728081091
746	0.1728058006
747	0.1728057954
748	0.1728057933
749	0.1728049295
750	0.1728049272
751	0.1728049271
752	0.1727152716
753	0.1726914311
754	0.1726852798
755	0.1726852798
756	0.1726852788
757	0.1726852756
758	0.1726852756
759	0.1726837634
760	0.1725791316
761	0.1725786844
762	0.1725772801
763	0.1723928247
764	0.1723928166
765	0.1723915075
766	0.1723800081
767	0.1723800081
768	0.1723800061
769	0.1723744228
770	0.1723215532
771	0.1723215527
772	0.1723203365
773	0.1723203357
774	0.1723031786
775	0.1722912164
776	0.1722832739
777	0.1722832702
778	0.17228327
779	0.1722832687
780	0.1722826056
781	0.1722826026
782	0.1722735607
783	0.1722656248
784	0.172262851
785	0.1722611506
786	0.1722611491
787	0.1721928924
788	0.1721848342
789	0.172183224
790	0.1721832222
791	0.1721201026
792	0.1721125482
793	0.172052854
794	0.1720506562
795	0.172050656
796	0.1719957073
797	0.17198661
798	0.1719866098
799	0.1719866097
800	0.1719866083
801	0.171986608
802	0.1718821385
803	0.1718821381
804	0.1718781643
805	0.1718766865
806	0.1718766862
807	0.1718766858
808	0.1718765291
809	0.1718765291
810	0.1718749489
811	0.1717922318
812	0.1717922314
813	0.1717415675
814	0.1717415673
815	0.1716927441
816	0.171692744
817	0.1716820174
818	0.1716651908
819	0.1716651906
820	0.1716651672
821	0.171658415
822	0.1716584108
823	0.1716526336
824	0.1716526336
825	0.1716487298
826	0.1716487298
827	0.1716463322
828	0.1716463127
829	0.1716463126
830	0.1716318391
831	0.1716318185
832	0.1716278526
833	0.1716252354
834	0.1716224004
835	0.1715333931
836	0.1715333929
837	0.1714429743
838	0.171430051
839	0.1710864454
840	0.1709984668
841	0.1709984662
842	0.1709984644
843	0.1709984411
844	0.1709969387
845	0.170993501
846	0.1709879499
847	0.1709249561
848	0.1709249554
849	0.1709225781
850	0.1709188199
851	0.1708742128
852	0.1707979836
853	0.1707886663
854	0.1707886662
855	0.1707886491
856	0.1707886486
857	0.1707764426
858	0.1707764412
859	0.1707719301
860	0.1706886066
861	0.1706886027
862	0.1706886025
863	0.1706665472
864	0.1706567938
865	0.1706556283
866	0.170655628
867	0.170654502
868	0.170654502
869	0.1706534009
870	0.17042089
871	0.1704208837
872	0.1704170011
873	0.1703703426
874	0.1703703304
875	0.1703039481
876	0.1702920608
877	0.1702649992
878	0.1702649983
879	0.1702589914
880	0.1702589905
881	0.1702583423
882	0.1702583406
883	0.1702559306
884	0.1702480525
885	0.1702367151
886	0.1702362305
887	0.1702362276
888	0.1702362266
889	0.1702362188
890	0.1702338564
891	0.1702320949
892	0.1702199115
893	0.1701527112
894	0.1701439982
895	0.1701377008
896	0.1701376997
897	0.1701360604
898	0.1701360595
899	0.1701360587
900	0.170121533
901	0.1701215323
902	0.1701215317
903	0.1701215311
904	0.1701215305
905	0.1700441866
906	0.1700441866
907	0.1700441866
908	0.1700354466
909	0.1700354463
910	0.1700350491
911	0.1700293001
912	0.1699775206
913	0.1699775203
914	0.1699683945
915	0.1699673616
916	0.1699614868
917	0.1699614865
918	0.1699614862
919	0.1699614859
920	0.1699567793
921	0.1699544718
922	0.1698885901
923	0.1698885867
924	0.1698850964
925	0.1698811736
926	0.1698811732
927	0.1698811563
928	0.1698811562
929	0.1698374715
930	0.1698312918
931	0.1698312918
932	0.1698290279
933	0.1698254599
934	0.1698254567
935	0.1698254566
936	0.1698254565
937	0.1698254502
938	0.1698173132
939	0.1698060489
940	0.1698060489
941	0.1697553261
942	0.1697553261
943	0.1697463026
944	0.1697463026
945	0.1697463026
946	0.1697462909
947	0.1697462909
948	0.1697429403
949	0.169672871
950	0.1696728708
951	0.1696700078
952	0.1696700076
953	0.1696699826
954	0.1696296356
955	0.1696203066
956	0.1696071298
957	0.1695969614
958	0.1695969613
959	0.1695969612
960	0.1695969612
961	0.1695949471
962	0.169594947
963	0.1695949376
964	0.1695949376
965	0.1695872069
966	0.1695870687
967	0.1695771648
968	0.1695771648
969	0.1695153731
970	0.1695111932
971	0.1695049591
972	0.169504959
973	0.1695049587
974	0.1695049584
975	0.1694589596
976	0.1694589594
977	0.1694589593
978	0.169454725
979	0.1694547249
980	0.169380543
981	0.1693792167
982	0.1693305854
983	0.169289277
984	0.1692889108
985	0.1692845044
986	0.1692455376
987	0.1692385176
988	0.1692363209
989	0.1692261041
990	0.1692261028
991	0.1692260948
992	0.1692260948
993	0.1692260945
994	0.1692260944
995	0.1692260843
996	0.1692209293
997	0.1692209291
998	0.1692188095
999	0.1692167846
